CountryIndex,country,agricultural_land_percent,forest_land_percent,land_area,access_to_electricity_percent,renewable_energy_consumption_percent,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,individuals_using_internet_percent,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,per_capita_co2_consumption,per_capita_greenhouse_emission
123,Mozambique,50.4410844629823,49.5589155370177,786380.0,18.8978042602539,84.89,462.300773914985,2680.6,27103.67554,29.3416961265546,4.17,42.013,11.902,54.198,23073723.0,15729357.0,0.000116175443382,0.0011746554962109
124,Zambia,31.5258478053243,62.8149423586543,743390.0,22.0,88.59,582.580474048668,2656.9,29281.10911,18.5529614334333,3.0,41.794,9.219,56.799,13792086.0,8364211.0,0.0001926394600497,0.0021230370163005
125,"Congo, Dem. Rep.",12.5400851326614,60.5055027458592,2267050.0,13.0124197006226,96.81,101.775449137828,2653.9,49865.04896,29.2853077788315,0.72,44.526,11.653,56.417,66391257.0,39826123.0,3.9973636890170646e-05,0.0007510785487914
126,Togo,67.3837102408531,22.7775326346755,54390.0,30.7917436845348,65.81,121.274739019653,2630.1,6561.714289,120.828369185512,3.0,37.351,10.326,57.304,6571855.0,4105241.0,0.0004002066387648,0.0009984569484567
127,Malta,32.28125,1.09375,320.0,100.0,1.22,4767.09737809644,2586.6,3005.876934,1295.3375,63.0,9.4,7.3,81.3975609756098,414508.0,24572.0,0.006240169067907,0.0072516741148542
128,Montenegro,38.0669144981413,61.4869888475836,13450.0,99.1531448364258,49.09,5419.51606966427,2584.2,4138.037945,46.054126394052,37.5,12.0,9.1,75.990243902439,619428.0,222127.0,0.0041719134427245,0.0066804179743247
129,Haiti,71.988388969521,13.7293178519594,27560.0,37.1976318359375,78.99,24.7894925062583,2458.2,8938.707434,357.143686502177,8.37,27.527,17.738,46.019,9842880.0,5166626.0,0.0002497439773724,0.0009081394301261
130,Tajikistan,33.9789939982852,2.92940840240069,139960.0,98.7912216186523,61.83,1869.77344790501,2446.9,8792.343742,54.4568376679051,11.55,31.045,5.934,67.742,7621779.0,5600483.0,0.000321040533975,0.0011535815643565
131,Iceland,18.6932668329177,0.445586034912718,100250.0,100.0,75.89,51439.9086910178,1959.124,3237.18338,3.17247880299252,93.39,15.4,6.4,81.8975609756097,318041.0,20437.0,0.0061599730852311,0.0101785096261173
132,Suriname,0.501923076923077,98.0760256410256,156000.0,91.1975158633725,22.1,2887.85525930267,1744.87,3286.180597,3.50051282051282,31.59,20.361,7.109,69.894,546080.0,183789.0,0.0031952644301201,0.0060177640583797
133,Niger,34.7217178495303,0.950422357306387,1266700.0,13.6219692230225,80.67,43.7301768795551,1361.057,28101.15571,13.1424512512829,0.83,48.51,10.589,58.367,16647543.0,13947145.0,8.175722988070972e-05,0.0016880061946678
134,Eritrea,62.7100610487235,8.97748379233609,121065.103,40.0574951171875,80.9,86.4115598334925,502.95,5413.118314,26.0002835003577,0.61,33.692,7.492,63.787,3147727.0,2040514.0,0.0001597819633024,0.0017196911657205
