country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,GDP per capita
East Asia & Pacific,48.19966995100107,26.542079409281595,24418922.318901636,,9.335035490283659,,,95.5530527194317,18.37845664648071,1502.034705919247,9286670.204038935,12078748.123250548,73.3451358804906,3.8286090681548837,,,2.350103937058507,,11.710069615472147,,,,,,21.1846153846154,,25.963638516649393,3.1489739105442185,1.535431588620581,8393317096680.523,,,,,,,3.550847617062655,4.358901942034143,,,21.302649529230106,7.880711865453593,66.90983991606106,1788814979.4603174,1063188961.4603175,,,1.2416666666666667,3913.003775023671
East Asia & Pacific (IDA & IBRD countries),44.434147905837456,29.44605401319195,15824679.023819674,,8.23664354378479,,,95.47389672161488,24.09199582290525,894.269276986667,7148619.407264742,9473502.870013226,98.52312619800371,4.786035422782597,,,1.3984291849076471,,9.86572933417288,,,,,,21.1846153846154,,22.6581716391361,2.78501108058608,1.7691842549049135,3862191818584.7305,,,,,,,3.3403029312258186,1.9875284053760975,,,22.304975521802685,8.01074416368604,65.60052028565543,1557577610.3650794,1006877769.2857143,,,1.6666666666666667,1967.2645897483244
East Asia & Pacific (excluding high income),44.256643240778764,29.6236563658571,15945069.023819674,,8.236576269745273,,,95.0545069102457,23.838533514636865,894.7263046103774,7213515.029845387,9560887.281643515,99.05407091169317,4.79366366165277,,,1.3984291849076471,,9.865648369792781,,,,,,21.1846153846154,,22.568448609224927,2.78501108058608,1.7691842549049135,3867017691960.6157,,,,,,,3.346596612171694,1.9875088663860567,,,22.294826839844223,8.014625845351524,65.60386403843411,1577859925.1587303,1015441600.1746032,,,1.7333333333333334,1945.21625792342
Ecuador,24.729288973734782,52.56154417600904,265634.75409836066,2270.830508474576,6.961602315661924,-0.6754185383518537,0.17121451534330837,96.15898615872757,17.03483870967742,597.1027255497418,29135.52258064516,59998.68895096774,41.365918120874504,17.34891691928307,,,0.2097893339892229,,13.864763235891768,32.9391644165693,-0.5851037067671615,0.21364100525776544,0.5795702790021897,129.0,26.366666666666664,74.69589285714287,23.025860667939394,2.750011166666667,2.1209413290365484,34245298257.237926,-0.47472040890716016,0.2570298624535401,-0.8079099853833518,0.1660100718339285,-0.834030233013133,0.2146328116456667,3.8442583928505587,2.968404656190476,38.128,49.315384615384616,30.3733064516129,7.6930000000000005,67.2695,10796087.761904761,4729879.142857143,-0.14760671821810925,0.13684074922154352,11.406855183899578,2504.3747447736064
"Egypt, Arab Rep.",3.127143085248407,0.05463907654829474,995450.0,18.1,19.13534647608891,-0.5955392072598139,0.1672627329826354,98.277074605306,7.078387096774194,790.7283168375736,159806.74838709677,238302.19856774193,64.19698269230261,10.473763198024715,2.821275005840038,1.5975032051282043,0.4717552195424619,85.7885338345865,16.7341450571367,32.78992581148179,-0.44090901625653117,0.20444266001383463,0.4879350137114525,114.0,61.580000000000005,76.48440476190474,20.68269339451515,2.861553571428572,5.759787052923374,108708208280.85046,-0.9365724381059407,0.2552098451803127,-0.2732107765962913,0.16559878426293528,-0.48225338679427904,0.20677034556865673,4.413458947212464,1.574466920952381,,31.15,32.93771929824562,9.710666666666667,62.603385964912285,64716700.5,36932558.53448276,-1.1527549251914027,0.13186734976867834,1.2006793435600795,1292.661125857071
El Salvador,59.87854629931495,31.32866795366796,20745.087719298244,1784.0,14.99061547258307,-0.508193051442504,0.171628085275491,87.92453316429877,38.16161290322581,494.89652095204843,5928.296774193549,10954.607413903226,251.6502472234771,7.682282855482243,,,0.11306466634074844,51.45721255995113,15.316406028858808,22.27462436170911,-0.3340922773738082,0.2134142412493626,0.5307207746505737,91.0,36.9,69.42964285714284,14.1961589913125,2.696599,1.6359016144146075,10486641605.241379,-0.0350059946455682,0.25857399900754285,-0.7172353391846021,0.1671935971826315,-0.0023381094712628093,0.2130344615628321,3.5035770336786904,4.436264414285715,36.92,45.67407407407408,30.87252631578947,9.626947368421053,62.58864912280701,5237825.413793104,2299073.9655172415,0.03896098805125795,0.14038828946650034,68.90174925089846,1784.0522313894724
Equatorial Guinea,4.038379740610979,91.60831105169339,28050.0,2156.0,45.669182146618496,-1.3824275781710937,0.24512823795278868,65.69535210349342,31.4878125,,3823.329032258064,8842.17142264516,23.930378634212307,3.792076569870658,,,,,8.1671310865564,7.720719638810532,-1.1869837765892346,0.27285119766990334,,178.0,,37.30902777777777,10.169602097633334,2.1846086666666666,1.4493439678696503,4751892773.089324,-0.041000558373828676,0.2892470372219881,-1.2063314939538632,0.19867239333689216,-1.5454005102316541,0.27905661364396417,2.18797993659973,0.4240131052380952,,,41.05136206896552,16.81639655172414,50.21327586206896,688258.3220338983,307805.0847457627,-1.799226030707359,0.1607850305736065,,4107.602904852858
Eritrea,69.04671624368525,10.255652593145939,109438.19821052632,384.0,23.6255959874489,-0.12701212328213918,0.2502458897920756,32.40798712337718,77.99249999999999,78.26413503623453,629.5615,5131.721031,23.64213866944203,,,,,,,,-1.179835677146911,0.2384969500394967,,,,,0.205931521875,1.9449999999999998,22.635847625704255,977773745.2516769,-0.775502837621249,0.3475134854133314,-1.0261610792233389,0.2301477090670514,-1.6973216075163629,0.2434852100335634,3.481281518936158,1.3659725091666666,,,37.75205,10.649750000000001,57.5139,2561943.7,1824091.75,-1.91558985526745,0.16778445645020562,,365.86147032337914
Estonia,22.143362017690997,54.61917488242261,42616.666666666664,626.0,41.817078518128234,1.1015891556938484,0.14564574137330058,99.99756622314453,23.121923076923075,5515.475915556884,16027.20076923077,19173.89191846154,31.73812392582897,5.856910439848661,,,1.2623249962925915,9.81588120120129,20.631678980759602,34.55807594114536,1.0003968079884846,0.20694766876598195,0.75599806535244,18.0,16.8,85.10654761904762,59.97553903557143,3.2270584285714285,1.67685202521333,18732873771.56742,0.6965813313921294,0.2509881438066562,1.0843322649598124,0.148625989134113,1.4187433918317154,0.19899349100887762,5.399272035669397,4.416673091904762,23.79090909090909,32.49473684210526,10.292592592592591,12.625925925925925,73.9102529358627,1352166.25,420016.39285714284,1.1107680251201,0.14379034936428067,6.8693415614683255,14020.153403486172
Eswatini,75.81565935951201,27.904732921511634,17200.0,788.0,20.10076125204248,-0.18138265951226154,0.24901811840633556,50.563019788927654,65.2753125,,1059.8967741935485,2779.2027427096773,47.118175752954635,9.16339697539453,4.014772942249463,3.74014868828897,0.267540007829666,,,,-0.5956508393088976,0.2755885186294714,0.36545269703865046,121.0,14.65,49.3527380952381,13.747283844375,,1.8045426765485089,1711212865.8320491,-0.21351668221177533,0.3038961725930372,-0.5411737983425459,0.2116621068368356,-0.37513070615629357,0.2788571851948897,5.657961600535625,3.330532948095238,,54.925,39.124887096774195,13.067048387096774,52.95129032258065,809255.9523809524,647926.8412698413,-1.3533340046803153,0.16177888680249455,14.169554422611792,1667.8809727591004
Ethiopia,37.55328836068332,16.930751429510316,1086008.8364634146,848.0,10.592353353246182,-0.626448123405377,0.1634432269881169,27.818298539248385,93.97838709677418,30.004051067975936,7092.677419354839,100150.12879741935,65.92754458384152,10.38618053132531,2.11331686109172,5.210630006717637,0.29410800933837883,52.10740632312771,8.328877564871103,12.197119003209119,-0.7380724747975665,0.18466855088869738,0.38396180987358103,159.0,10.066666666666668,54.87488095238097,4.0422060990625,2.3900784,3.814755016200014,30502925733.293854,-1.4995536531011264,0.2549248288075128,-0.6993182537456354,0.1543667552371819,-1.0535743460059173,0.18555061891674993,4.0333520003727505,1.167329070952381,,34.52,42.69968292682927,14.49731707317073,52.48973170731708,73132156.04761904,60842859.85714286,-1.2083180944124865,0.13331276923418042,8.6319635299382,342.2025240715659
Euro area,49.19375223323034,37.016218937364904,2537370.570065574,,14.868418245880024,,,99.99710279423601,10.948968636017916,4575.58903560265,2496278.182483871,3081978.1798358387,124.56499706480247,4.256138104543515,,,1.9674694638319392,,17.57354631625741,35.989735207420146,,,,,58.7210526315789,,46.60081285133636,3.5338174977443617,2.258347760747529,6216170637017.525,,,,,,,4.907789305278234,7.226411676016902,,,12.57200495262523,10.074958146057517,75.98531958254532,315938830.3492063,90866155.0,,,1.0333333333333334,18725.688100831896
Europe & Central Asia,36.41874064393258,38.149163341722506,17207287.420589287,,14.741826436883885,,,99.69484868761046,9.400764062592788,5120.567317129654,6625477.867336387,8682062.057726806,83.57610352501874,4.10946885786159,,,1.825072728817172,,18.536783677051385,34.324917503424565,,,,,37.9255813953488,,39.505994289398586,3.215304971118613,2.4398083917929467,11080819935072.463,,,,,,,4.77386421423692,6.556435327914985,,,14.390912245165923,10.368374977194943,72.74410718175498,837707834.4561404,270399703.94736844,,,3.1,12638.310956593617
Europe & Central Asia (IDA & IBRD countries),31.695911941418597,39.017910942664415,20410106.729411762,,11.571754079917442,,,99.38948096292725,6.004386953907758,3747.7240688453694,3292588.7058254834,4533909.116762677,51.77176868865064,18.22184769963279,,,0.8240486611954357,29.293753707226372,14.952090263768623,28.213144902814566,,,,,20.4090909090909,,30.106352308225564,2.7003720286430344,2.960705242495528,2484334741751.0938,,,,,,,3.9484089513619747,3.4833231404173923,,,14.356758831156835,10.977304551912276,70.1641414360387,441129308.17142856,155887299.77142859,,,5.333333333333333,5565.537349406829
Europe & Central Asia (excluding high income),30.619400445262166,39.25983708083085,19824643.08235294,,10.740211571227569,,,99.3050636197778,5.192701053755324,3871.050982549258,2865226.5122770965,4004441.6883275164,61.68945450353452,30.584718852649594,,,0.8558012122075638,27.716029397162632,14.579955977325271,27.55893984619865,,,,,20.5421052631579,,27.31503725884358,2.6202533450046688,3.2022252117778893,1986458514245.8782,,,,,,,3.860228657722472,3.2415366395303016,,,14.960249985740631,10.970619999471511,69.55912091267284,377398505.28571427,129163765.71428572,,,5.966666666666666,5179.528399786794
European Union,46.15187173634262,38.49087483752524,3818304.1414615386,,15.115956426388381,,,99.8336846772706,12.100962784219142,4999.598929048748,3240682.3082903223,4011347.2290713224,111.06619371549935,4.745280211439655,,,1.9530609709968714,,18.151743271152544,36.11307186034338,,,,,52.3115384615385,,45.22865606725059,3.5105031908831914,2.0404578444637327,8309277239846.687,,,,,,,4.943646756807963,7.0955288304529365,,,11.770505431395655,10.24117087324807,76.17821736967032,424207514.7924528,125614829.28301887,,,1.0333333333333334,19114.170428374935
Faroe Islands,69.16407918799408,0.05737990693918316,1395.017543859649,,18.751207238056747,,,100.0,4.1584375,,,,32.322724922668385,,,,0.852530002593994,,,,,,,,,,48.961228888107144,,,1276101685.5959237,,,,,,,,,,,15.798076923076923,7.855769230769231,79.01566110397947,45222.74137931035,29350.810344827587,,,,26484.78283226173
Fiji,17.179556201602566,57.098650451559934,18270.0,2592.0,41.70405282267777,0.33546735998243093,0.311858605593443,85.80542129516601,41.6715625,,992.8461290322581,2022.8197514193548,40.1503306504437,5.483572318771094,4.484996843796459,5.7268947282786336,,35.92050511312162,22.05024948040781,25.632854847624685,-0.1912387730941798,0.37985539870957524,0.508573293685913,102.0,6.5,58.8680357142857,22.3484497308125,2.361864833333333,1.313918082533768,1938511139.0221643,0.39033469852680963,0.31418038035432505,-0.16318604206511125,0.3005570365736881,-0.2837430793248737,0.33058172216018034,5.199865176127508,2.232032412857143,,36.475,29.10298387096774,7.26041935483871,64.47937096774193,731395.9682539683,400542.22222222225,-0.275992819884171,0.1883768786986668,2.541703562051002,2319.9921193360146
Finland,8.021111286603247,73.25821062738821,304417.83114754094,536.0,14.26938078378567,2.2534375389417014,0.16355342542131743,100.0,33.37419354838709,10325.255025177868,54920.36774193548,68643.29560645162,16.46568460226551,4.545759611145944,,,3.130684595841627,34.2940323144664,21.99518015508793,33.360297493693,2.032250106334684,0.2115586505581936,0.8104616228342054,20.0,34.3,90.07041666666666,59.57919517045455,3.924825714285714,1.5465787630819785,122598320069.64052,1.3199658890565236,0.25063785289724655,1.9727722009023034,0.1652754576255878,1.773142412304879,0.22736687585711482,5.861332664887111,6.8711010380952375,16.59090909090909,26.88695652173913,12.69516129032258,9.529032258064515,75.39102675059011,5011591.253968254,1193913.6984126985,1.5572777787844334,0.1526168265069525,2.2893952107166,23304.620854980865
Fragile and conflict affected situations,33.83204160891681,24.964924034163886,19999720.81535185,,9.150307103307448,,,48.13251623945148,50.02333620786209,491.3418455739589,861464.0490022259,2173557.8385758386,28.66702071674046,6.840309221202807,,,,,,,,,,,18.6304347826087,,8.711816081632234,2.3426042986045688,3.174567738988788,774465802739.0338,,,,,,,3.44432133436203,1.7221290665430047,,,38.173918726360995,14.10128586977478,54.89644743375115,584659489.1090909,364415530.25454545,,,11.766666666666666,1121.0963050023388
France,56.3688508563084,29.031423359093335,547568.4918032787,867.0,13.474469980252502,1.3294835736354205,0.1586434549341599,100.0,11.324193548387097,5128.835591380672,348778.1258064516,477867.2145935484,106.67014854435128,4.057410432855985,,,2.163113869153536,81.09810733458961,20.924242856860147,42.6544522183053,1.4456469664971034,0.20989923737943184,0.7601473367214202,33.0,110.1,87.53440476190477,46.411654127727274,3.848322571428571,2.8508198230109008,1305064340364.698,0.437743309341992,0.24829460494220254,1.390232751766841,0.16308716808756188,1.1579755966862053,0.2258634014676015,4.997091159820557,7.8626029609523815,18.236363636363635,32.38709677419355,14.138709677419355,9.661290322580646,76.65924468922108,58374337.31746032,14727693.507936507,1.211531599362692,0.14892783109098684,1.6471698131953094,20852.8634688986
French Polynesia,12.381520676641427,42.04853519914421,3587.0526315789475,,27.86116815852593,,,100.0,7.5878125,,,,60.36451851724801,,,,,,,,,,,,,,24.487836684964286,,,3336395545.037855,,,,,,,,,,,25.151333333333334,4.26059649122807,73.6803157894737,216584.9655172414,89769.10344827586,,,1.792455765349645,13349.05130208512
Gabon,7.7351641793703605,91.82287482535801,257670.0,1831.0,22.328966234134974,-0.8498075405756631,0.19426070774594947,84.53052286321467,80.16967741935484,790.7472748522789,5536.914516129033,15518.994241935485,4.460096628868924,4.751049578085682,,,0.5021566847960154,,12.787819499922337,15.630166362383001,-0.744522424414754,0.22776456673940026,0.45566677745183304,169.0,12.1,31.70619047619046,18.1983869200625,2.2577927142857144,1.6215792043573363,6594085848.042341,0.17963686519457647,0.2596281512329975,-0.5503671274830898,0.18096855531136183,-0.45658321895947057,0.24461079326768712,3.012338329763973,1.4726102295238097,,40.1,34.47362903225806,12.376129032258063,58.76719354838709,1158818.2698412698,312890.3650793651,-0.8190415799617768,0.15101801697164777,,4533.648966602487
"Gambia, The",56.35940146809712,32.19356256175889,10120.0,836.0,20.533116601155292,-0.5387754142284394,0.19993028727670512,40.294573933547944,56.9746875,,371.40645161290325,2601.449229870968,128.1391092603049,8.575550941371082,15.233253943701321,11.607304292919197,0.04439999908208847,,18.2047799785766,17.1600695336857,-0.6917787057658037,0.20301708951592437,0.39838830012083076,155.0,6.8500000000000005,51.609285714285726,8.79752248278125,2.4031801666666666,0.535709203130568,729106646.8964537,0.1368167103222126,0.2815723028033972,-0.40955680965756375,0.18068682091931507,-0.5570520410935084,0.20920298248529434,2.174645591527224,0.9329555661904763,,42.82,43.73110714285714,15.194892857142857,52.3585,1321491.0175438595,681518.298245614,-0.8345459036839514,0.15834594642122593,,448.5251872899372
Georgia,38.67750755504389,40.2013814937401,69490.0,1026.0,24.66521461974726,0.03648657561279804,0.17218940456708276,99.87730198732612,35.48483870967742,1932.3807280064125,8817.849677419355,17749.579240645162,70.29850531275878,12.666761805897904,8.311281752631967,3.7089770668800637,0.2535557891977461,41.56424121588817,18.014389550260294,22.861375336869152,0.1634990560511748,0.2423108797520399,0.5832830909490587,7.0,7.166666666666667,81.95136904761905,23.32524503590909,2.563417333333333,2.646731968122699,9834973347.699837,-0.7442828168471657,0.28968399949371815,-0.26453998545184737,0.1675438800205787,0.3175340437640746,0.21297111486395195,3.069915734804595,1.8052044276190478,,37.87692307692308,14.08746875,11.875375,70.8679375,4057395.787878788,1815330.6666666667,-0.04992586238464956,0.1521447238822778,6.892287629520765,2554.774167537536
Germany,50.35240292622264,32.598243137189925,349033.26923076925,700.0,11.155601685611808,1.819940994183222,0.15881316301723322,100.0,8.273870967741935,6256.482144940659,805540.1483870968,932186.9790193548,230.55199258361577,2.6917039740335187,,,2.668934253545907,20.9305896078757,10.85941635905537,28.267685342485514,1.5525249491135271,0.20989923737943184,0.7676688838005065,22.0,122.3,87.83625000000002,53.60747154387879,4.12685,1.9824670753282292,2135121097569.523,0.8448809633652373,0.24829460494220254,1.6427566111087797,0.1632308264573415,1.5723676830530167,0.2258634014676015,4.588505365230419,8.286513305238095,19.900000000000002,30.16551724137931,9.836538461538462,11.26923076923077,76.48006003752346,80532816.1509434,20383475.981132075,1.3841685404380162,0.14993587850282591,1.3288603051115446,26207.608578873016
Ghana,53.897393252584585,37.64420265108018,227539.77049180327,1187.0,14.553707846471477,-0.1563526432340343,0.160549635378023,57.20371544217113,61.576129032258066,303.0520303441472,8494.266451612904,21178.80806419355,75.78392674054531,27.05957057634252,,,0.304059997200966,,13.880276853448029,19.71930729220338,-0.15913846630913517,0.1843189485371113,0.444182163953781,118.0,15.45,61.264642857142846,12.04858592915625,2.499695,0.8307947202472095,16796624901.659733,-0.011870023852679925,0.25527243378261716,-0.023500415273398776,0.1531957189242045,-0.14210584392033823,0.1856677482525507,4.5266938244595245,1.485730467142857,47.775,39.785714285714285,39.70943548387097,12.666612903225808,55.044870967741936,17337487.873015873,9725166.793650793,0.3602711867230634,0.13407487360139692,1.849328654353888,695.5205416667355
Greece,65.23760892291648,28.73449815748643,128900.0,652.0,16.684462669369935,0.14105121593456701,0.15864953522880876,100.0,10.858387096774194,2971.957560749925,83001.6806451613,104187.24325967742,77.85367765073956,7.881626706093669,,,0.8119963664900172,155.2824206460228,18.842003547433286,38.665537909376006,0.488780653104186,0.20989923737943184,0.695168168783188,79.0,35.5,85.64291666666668,34.21686036457576,3.2130168571428572,3.7734299767543313,119377817115.37332,0.21203850178668904,0.24843941877285636,0.5449167136102917,0.16303727775812146,0.6148892523099979,0.2264381585021814,2.881285988149189,5.085528282857143,32.89090909090909,34.45238095238095,12.3,9.383870967741935,76.48297757671125,10014513.111111112,2892042.253968254,0.8958610196908318,0.14898907827834293,1.2037249665266023,11201.60560983892
Greenland,0.6416986672462659,0.0005595876339782594,374752.8846153846,,,1.151977860010587,0.3775509527096382,100.0,8.8621875,,,,0.14519143882963986,,,,0.5594525039196014,,,,0.8822525647970344,0.4518416684407456,,,,,39.35327962021428,,,1349872255.309405,1.8727214152996354,0.3906742815787976,1.7049771088820238,0.26037741051270413,1.3521867531996514,0.4718680473474356,,,,,17.63877551020408,8.186666666666666,67.32777161862529,54157.17307692308,10412.26923076923,1.2772121796241176,0.2636166765139655,15.144714724830877,24176.256864802253
Grenada,34.640522875817005,52.0588235294118,340.0,2350.0,41.55410522216626,0.5627327139178911,0.31118500108520186,89.327924118042,9.9125,,227.28064516129032,2136.225152870968,316.25143790849677,4.277490141920755,7.488897045521244,3.841077888657369,,,,,0.23098738216989056,0.33765822586913913,0.553132712841034,146.0,22.2,41.1416666666667,17.731525989422224,2.5,,545418946.8785557,0.7463960436483222,0.31692793220281607,0.2866953096042077,0.28943263863523805,0.24337385346492132,0.29766206877926976,4.303424239158633,2.1475552376190477,,43.8,21.92037777777778,7.500977777777777,72.12375555555556,107914.89130434782,70203.19565217392,0.7301711464921635,0.24100457131862651,8.902191144059158,4822.940828129286
Guam,33.42592592592591,46.944444444444414,540.0,,,0.9511184162563748,0.4111387166712019,100.0,1.4555,,,,308.0245370370371,,,,0.25899333755175263,,,,0.2322806566953658,0.43616474171479536,,,,,54.205807081875,,,5075850000.0,0.6855403714709811,0.3304928325944478,1.1533547010686658,0.43683583703305984,0.44839313419328797,0.4348023914628557,,,,,19.74635,5.37795,76.8957,166333.25,9617.6,0.8830440810748509,0.47801470756530756,3.1989619504025915,30454.658871035972
Guatemala,35.71637649232952,37.42554941209407,107160.0,1996.0,9.249445909677874,-0.7852652644117676,0.16746517332891617,82.07536596571181,65.92,310.2390732770178,10830.225806451614,22089.507718709676,91.7691723422613,7.722142800925495,9.614396386370112,,0.042730588027659576,18.817152665399597,10.143023041397445,11.634720865007917,-0.6876500062644482,0.2121869462231795,0.4549955332279205,96.0,51.300000000000004,65.32696428571428,13.16058427378125,2.606254285714286,1.0388770585061613,22213000864.577168,-0.6864930912852287,0.2542961488167444,-1.0538753569126125,0.16363568914433332,-0.28400343656539917,0.2125046967218318,2.640030866083893,2.119017834285714,61.62,55.0,37.19567741935484,9.851999999999999,61.10103225806452,9862854.301587302,5452865.26984127,-0.31990630676349,0.1356611819937825,32.910118455977674,1706.516642862137
Guinea,57.94354911642881,27.373191539150252,245720.0,1651.0,11.183403221707627,-1.0375830009579652,0.1945064043005307,28.520455294070047,80.50375,,2039.0677419354838,16262.799546451613,37.27518957892451,14.637912464444007,8.94516774868769,8.659166666666666,,,11.275722480203825,10.843234769811943,-1.0567447940508525,0.20037403143942364,0.3713416910966236,156.0,13.0,47.533630952380975,5.38205468415625,2.4733072857142857,1.9352661613878026,6177568458.987538,-1.199775310854118,0.2762604138503472,-1.3315532555182779,0.1789275432626406,-0.9826178476214418,0.19864952998856703,2.230920128822327,0.4734145538095238,,39.766666666666666,41.13522222222222,14.23025,53.52786111111111,9286288.81081081,6237741.756756756,-1.051873276631037,0.1475671113779147,,606.1521763994299
Guinea-Bissau,22.675785096837743,74.76661406472262,28120.0,1577.0,13.116683974092318,-1.2803746312856672,0.22808126236001655,15.74668969641983,88.2540625,,222.10967741935482,1904.2520132580644,42.441047297297295,16.414457234447177,1.3233073400739757,,,,9.89245377955098,13.6368461702862,-1.3404590561985976,0.2286049717416365,,174.0,30.4,36.816130952380966,5.371372245322581,2.3953064285714283,1.1625663333526453,509887649.39561087,-0.6816612121959524,0.30679342212776334,-1.389901250600815,0.21906897363563374,-1.1555220658580474,0.22228798394401872,2.619679999351502,1.5368894519047618,61.449999999999996,39.62,41.753,17.24925,49.49621153846154,1210652.1320754718,790078.5094339623,-0.7561967074871067,0.16467426531016835,2.30285772681124,347.11913954040057
Guyana,5.733841610633106,94.10902230441961,196817.868852459,2387.0,31.506648861161636,-0.4452010709792375,0.20782968153556192,80.37473200682082,29.9259375,,1770.7618903225807,3562.351542935484,3.7670305496422616,4.56129899672838,3.0405211938330123,7.25283787796268,,,,,-0.20936456299386919,0.24681414477527133,0.49485650499661765,134.0,22.4,45.261666666666656,18.909132329935485,2.362307142857143,2.3905694824559642,1641124805.544225,-0.3374106696185968,0.27478827225665253,-0.47173477585117024,0.1914600090434154,-0.4799827745494743,0.23676011090477309,5.398165597915651,2.1240456666666665,,45.1,29.073096774193548,8.334629032258064,63.20125806451613,739808.619047619,527586.4603174604,0.18441443326688997,0.1639939962575833,16.793188546201307,2136.1648085233423
Haiti,62.06924385543315,13.550832275036282,27560.0,1440.0,10.568226314204288,-1.3002079625924436,0.19409604805211222,36.83370991276042,81.6058064516129,37.05017335280906,1955.843548387097,7942.914167612904,264.7302315068167,10.601744944171301,1.5534564688253207,,,,,,-1.682975731790066,0.2272758434216182,0.4457842973073327,179.0,,39.432857142857145,9.624049069903226,2.1465281428571426,0.08540654268406818,5323904140.3361845,-1.0381614367167156,0.2719973127047221,-1.3385115737716353,0.18492986820638171,-1.1064802830417952,0.21707125318547096,1.39306854804357,0.5714946942857143,,41.1,34.8126935483871,13.717322580645162,53.90885483870968,7310158.904761905,4629101.142857143,-0.8374082893133163,0.14787952881306407,8.702274464606186,572.4706534234147
Heavily indebted poor countries (HIPC),37.16486685961531,29.233680002519314,19714101.31195082,,11.947261879835077,,,30.642840703905566,82.12969734282679,168.07937312090726,122483.22968709677,882969.5186371936,21.300521987754255,7.401084487915843,,,,,11.266867245898899,15.365138186585966,,,,,25.1296296296296,,5.322645547308578,2.391534940308556,1.9406313008794633,254021962319.41946,,,,,,,3.1289868138053207,1.349301662587698,,,44.21193757565029,15.906156575072437,50.688232135512806,422354688.1269841,301264049.984127,,,9.666666666666666,457.93068854435404
High income,37.35051390888787,29.355502894684683,35187617.44898361,,9.940960390777235,,,99.87150189833699,8.861932105946627,6429.317142155611,12400150.480498001,15283106.419030678,29.344851010848775,3.5613551598810536,,,2.4049625960453738,76.19463256432434,14.986952661496037,26.195783166232722,,,,,58.2807692307692,,49.13461573561659,3.489226657047724,3.638660211972158,23183574418657.49,,,,,,,4.862036762566403,7.020035942457701,,,14.438667835923773,8.917755665293006,75.24039362662138,1032598898.7142857,264766682.65079364,,,2.283333333333333,20443.793269797126
Honduras,28.957450892196523,59.56383082715166,111890.0,1976.0,15.841808201600278,-0.8876662949721018,0.167026354620854,74.9148621165732,54.917419354838714,372.83119450149553,6827.654838709677,16467.690681935484,50.06385530871215,7.972418157725297,11.301114452498583,,0.04296777759575182,,13.096954755366477,19.499588072608287,-0.6831761946280798,0.20615226340790585,0.48377635757128407,133.0,36.43333333333333,60.42119047619048,12.53494796196875,2.6257484285714283,1.5504093285116038,8156873262.994805,-0.438396519748494,0.2571608231713373,-0.9763399263223013,0.15945471388598287,-0.4282061768074829,0.20112898759543893,4.894581295549869,3.1391660622727273,74.2,53.906666666666666,36.703177419354844,8.479532258064516,63.37979032258065,5622409.650793651,3049384.0793650793,-0.3729933774253975,0.13789007378121224,46.208106574494074,1127.8348691349884
"Hong Kong SAR, China",8.313706188086776,,1024.9180327868853,,53.430455924223615,1.6807445238033936,0.15697541832923892,100.0,0.15870967741935485,4088.532847478368,,,5538.17342657809,3.9926346897672307,4.4268872332262195,4.022405913978496,0.7288349991043409,,,,1.6478141248226155,0.2184875694413981,0.8093455367088315,3.0,,,51.28812897178788,3.9736951428571428,,124158607808.95363,0.8324321415275339,0.27505153417587286,1.4703807656963666,0.16937618330121051,1.8940355877081558,0.227845768754681,3.160575906435648,,,,14.803629032258065,5.423016129032257,77.26321243115659,5676556.682539683,199008.6984126984,0.341545972507447,0.1703672576695681,0.8087870316274786,18284.20360500907
Hungary,63.31411161816148,21.8832475018859,90253.2258064516,589.0,25.360849591504547,0.35057178562662256,0.1383367059752345,99.99088804183468,9.367666666666667,3535.972612551813,52397.09,68441.21028833333,111.55246683726094,9.474751137254303,2.8135696592600175,2.1433742813101704,1.0932653867281408,78.44787896038605,22.340993601212766,44.527277099730156,0.6767993494868279,0.20089210507770386,0.695220438361168,52.0,24.7,85.8374404761905,42.657165103781246,3.2604865714285713,1.3790666601148103,104037993135.71603,0.8294879297415414,0.24843941877285636,0.6897536578277746,0.14592105212310938,0.8865468489627039,0.19488118216395367,4.919336795806885,4.909825687619048,27.08181818181818,29.827777777777776,9.829032258064515,13.535483870967743,72.9595908733281,10052930.8125,3241768.21875,0.7962249964475631,0.1398631427437067,1.9517092659569684,10451.125357009301
IBRD only,36.737655803964095,34.374103153931586,60374298.21726229,,8.007109902474017,,,91.81462065078851,19.8260558021097,1016.7562128858989,14312241.695795484,20642084.97961274,56.76157468521618,8.847574719056187,,,1.0742459112681904,,11.748902104208254,,,,,,29.6088888888889,,18.989733977923663,2.7746640102115543,2.594405861691645,8919664244886.94,,,,,,,4.011265118916829,2.619809484749898,,,24.9285426696325,9.237745972075562,64.17039218571497,3459955369.0793653,1990111733.5714285,,,5.666666666666667,2070.758075970961
