country,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
Japan,960.8591691423264,2188.301705760941,22283200.0,100080.0,156.6586100697202,33.16810905933379,3.615611419081687,3200.0,147.71,310854.58082417405,36090686.7,38811462.904,19829.20863126601,184.485415370436,63.45824475551071,42.93888888888889,80.54655981063841,4151.5807997464,35.7004806781516,745.9020844219077,34.44935435056686,5.22447267174721,3.305610972881317,30.0,0.0,591.5041666666668,1685.211017752,27.735082,58.09883989729267,183816003304774.06,24.999482214450836,5.959070518612861,33.01198077201842,3.946713656187056,26.963915258645983,5.420721635222436,168.09300756454465,159.4357357,0.0,99.8,746.3,478.4,4838.3163414634155,7460270582.0,1487707626.0,24.344597578048706,3.760060667991637,14.124501849758555
Jordan,741.274461892601,35.270225021348324,5389702.0,6660.0,2025.9195753474937,3.5665058661252256,3.842652738094329,3173.000631034215,100.69,45977.77617449318,574341.0,822819.64488,3023.019661913255,300.16378636380693,140.76688167022377,0.0,1.45389997959137,2671.1922564418264,564.8267882436344,874.3538975931846,2.4387824786826973,4.915123447775843,2.218631648540497,75.0,10.6,464.37250000000006,792.081967713,16.710535,608.8555752293493,779359417484.3159,-8.226545165918651,5.9288431704044315,6.590280946344136,3.870477229356764,4.373227521777154,4.836230233311653,110.34935879707336,92.41189382,0.0,253.1,2310.752,376.001,4217.959,279603645.0,55062613.0,-16.182643696665764,3.258332356810569,44.72064845793031
Kazakhstan,2393.359039893321,35.61294666074011,80991000.0,7250.0,322.7791198050765,-20.34022119641304,3.624504387378694,2693.192222488108,53.51,107875.60997015663,5987486.001,7963628.1622,181.48046671852427,2306.063896943285,0.0,0.0,4.775830015540124,191.92078051481042,229.65691500149984,310.4625082666373,-10.27811128273606,5.118190571665763,2.745596595764161,25.0,102.5,538.1329166666668,973.354169154,18.601418,28.564354360729478,3304701788197.762,1.4827339311596,6.037116691470144,-19.02802753448487,3.64059594273567,-5.710847506299618,4.832950577139854,89.39511466026306,43.42167867,0.0,662.0,1443.405,583.782,4059.14612195122,933523841.0,422109692.0,-26.81781291961669,3.357003271579743,277.7925918265858
Kenya,2831.719787749939,211.02278876901994,34717540.0,37862.0,788.7579956646051,-23.311425626277927,3.8324653580784798,885.5834155082704,2401.06,5314.941460731378,343154.6,1521040.63726,2810.0429929367115,618.4957185816126,323.5651006541451,201.81358677334418,1.0474299788475039,0.0,117.0715165385158,171.7059953484338,-12.624745190143585,4.382222592830659,1.6069385938644412,56.0,48.6,408.9362500000001,234.195630934,16.493374,116.12349391192377,1460621834872.6982,-27.849173247814168,6.118195891380308,-17.915114581584923,3.656097516417505,-7.383291170001029,4.449036240577697,225.2350931167602,28.74821921,0.0,307.8,2691.413,656.04,3545.594,1661086791.0,1316448515.0,-7.909700863063333,3.157497279345991,70.49614484262587
Kiribati,2775.308641975308,46.61728395061728,49410.0,0.0,1529.4498275213302,3.9082986153662214,5.907927244901657,1641.0368357506024,1664.09,0.0,1497.3,2199.116727,6094.024691358025,28.44494265691615,0.0,0.0,0.0,0.0,244.1013588757311,833.4839798784573,-7.7727223448455325,6.523331224918366,1.442308423757553,164.0,0.0,216.65,333.369728948,0.0,0.0,4796960516.319551,23.31111276149749,6.602092951536177,12.929715774953369,8.83494356274605,-16.721039324998863,5.073244452476502,167.21569538116455,193.1737523,0.0,64.8,2130.946,624.785,3724.171,5114485.0,3073156.0,21.2504820842296,6.376781523227694,37.562458047541014
"Korea, Dem. People's Rep.",1276.0817207873106,1695.5512000664394,7345010.0,63240.0,0.0,-33.60660636425015,5.235853418707848,517.8986167907715,375.61,39900.80608391864,2014014.4,2711315.53463,10303.332871023998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-42.23380601406098,6.119245886802671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.6322223441675225,6.934353396296504,-33.89417517185211,4.995073899626731,-55.32710921764374,5.767205893993377,0.0,0.0,0.0,0.0,1335.257,517.0889999999999,4077.6,1278349393.0,539521346.0,-52.109078764915466,3.7551368176937108,0.0
"Korea, Rep.",1293.5494730205326,2120.0693365623497,5899570.0,76440.0,562.3395991882629,11.915716737508772,3.486892633140088,3199.6962890625,44.06,181450.94120187795,14948880.4,16854186.2943,26389.233607147027,481.80511480807695,109.69794565908948,0.0,84.08546996116638,457.47684281452763,681.7645593241555,849.1580677281332,23.913774877786633,4.989371821284293,3.302948744297027,5.0,0.0,591.8787499999999,1914.097865125,25.653364,246.93452029318092,34013687797535.797,9.772755041718483,5.884831786155699,23.60512942075732,3.879189342260362,21.213693499565117,4.932218313217161,122.15284633636473,70.99814451,0.0,190.2,1142.7069999999999,406.003,4404.166512195123,2630181089.0,832136980.0,17.428424775600433,3.4406430721282972,23.129441212037047
Kosovo,0.0,0.0,0.0,0.0,420.728351168256,-9.772273659706116,4.896425575017928,1000.0,0.0,35683.42867172838,0.0,0.0,0.0,43.96220794133471,87.10004247336833,56.62621510148304,0.0,0.0,0.0,0.0,-6.071284160017967,6.104529976844789,1.696393725872039,57.0,50.8,0.0,173.33662878,0.0,11.217776143095318,104332883960.26779,-5.389988996088507,4.856231808662413,-11.173339743167164,5.603405013680459,-2.775106456130743,3.951675683259963,0.0,0.0,56.7,348.2,1627.281,397.907,4391.613,100899678.0,0.0,-8.463809125125403,4.709592282772063,43.55971330736554
Kuwait,487.0650953984288,9.57351290684624,1087020.0,7260.0,1062.8387473002724,4.459931448101995,4.503981649875641,3200.0,1.21,474603.86009217706,1941452.99,2732979.49719,6730.7125701459,199.7606857256118,105.78418468284885,0.0,3.6124799996614447,0.0,154.85133276560265,1298.2566781347089,-0.17575575481169065,5.367346927523613,2.274562800884247,83.0,0.0,435.1670833333334,1279.785930323,21.322919,476.2250565177363,3175806199598.953,6.002724926918747,6.18397182226181,9.366463677957654,4.278890445828438,3.138170597143471,5.5638482570648184,116.27205157279964,55.84934459,0.0,0.0,1809.797,227.275,4494.581,124515586.0,2908356.0,-12.80989982187748,3.6181678026914588,24.972522671817565
Kyrgyz Republic,1654.0834202294056,190.31285349322212,5754000.0,15457.0,640.5001828522092,-27.3576933145523,4.120311945676805,2487.3400377948465,787.74,43252.83290320453,259762.3,447783.516771,838.7231491136599,275.6061401491669,439.76025520694304,186.13254070815302,3.9908399879932404,475.0455395764012,132.8360587395887,204.20342478470678,-16.933334052562714,5.783932030200957,1.7701633143424989,80.0,117.1,553.2574999999999,582.458389341,16.535266,47.58662532328169,147280353750.2692,-17.08995060622693,6.914361938834192,-25.01283413171768,4.010952770709991,-9.826262220740313,4.952394708991053,158.0012719631195,61.1092031,0.0,659.5,1798.565,559.435,3992.672024390244,274152300.0,173889650.0,-17.65034070611,3.678699307143686,251.51532165669676
Lao PDR,470.849870017331,2381.4027296360487,14078800.0,110040.0,425.82529275885156,-24.463299453258518,5.202589035034179,1803.0815223572727,2272.45,0.0,140848.915207,398579.308661,1201.3449913344884,574.5217687349277,186.41815669445663,112.4587272740582,0.0370999984443188,0.0,0.0,0.0,-18.352129608392712,5.881048768758774,1.365480758666992,154.0,70.6,373.2525000000001,332.93401346,16.766957,47.1800773127064,242563816688.2786,1.6259432826191182,7.027509108185769,-23.16918236017227,4.619595035910606,-24.62134498357773,5.418133065104486,57.0579513311386,17.55695003,0.0,212.0,2302.682,864.369,3347.802,286922431.0,222189564.0,-39.70013856887819,3.7885956019163127,0.0
Late-demographic dividend,2226.7605468490524,1186.0119606305748,2102092531.253,0.0,358.98423491949217,0.0,0.0,2157.327854057153,545.835818314423,61231.46495876332,314682109.61819,424361673.214446,3299.5977593055663,175.24382253247575,0.0,0.0,29.64508672092704,0.0,191.94804546498915,0.0,0.0,0.0,0.0,0.0,25.5535714285714,0.0,888.91238380772,20.22017271720759,70.84389089432194,387419539668617.75,0.0,0.0,0.0,0.0,0.0,0.0,107.60557138919832,59.15532259395596,0.0,0.0,1264.3120310960364,498.93603026018985,4162.834791019561,113474784952.0,63038481676.0,0.0,0.0,14.399999999999999
Latin America & Caribbean,1973.954116470328,1580.7630511085238,1223591065.0,0.0,305.3215359586218,0.0,0.0,2821.0726689425683,915.2414532863054,57507.165032751254,42256940.33917,88021085.908492,1357.2243671130614,432.63109713995283,0.0,0.0,13.560722321622594,218.3039030393505,161.1416932531154,231.2438166558339,0.0,0.0,0.0,0.0,61.5769230769231,0.0,834.1112309287251,18.80877100270564,95.92679199434743,124697786246744.88,0.0,0.0,0.0,0.0,0.0,0.0,105.58405733108519,75.43776990230184,0.0,0.0,1696.9344497644965,494.0091102911723,4149.449832949227,28097755748.0,7885686632.0,0.0,0.0,273.0
Latin America & Caribbean (IDA & IBRD),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean (excluding high income),2018.7399797103785,1603.8833281941718,1095560105.0,0.0,269.1709093749459,0.0,0.0,2808.179604264199,962.5957518327323,53902.57705106577,35129696.88057,71545886.951267,1360.3071297281558,515.8428799366759,0.0,0.0,14.398825128564098,218.7957233371092,157.4421078647092,235.0219204008869,0.0,0.0,0.0,0.0,52.0416666666667,0.0,819.2098720201532,18.6085725882353,77.8064835362195,106491887019535.03,0.0,0.0,0.0,0.0,0.0,0.0,111.586554646492,75.66803377581874,0.0,0.0,1718.7462015016295,503.83863895880546,4122.733851171107,25217237745.0,7318188403.0,0.0,0.0,63.6
Latin America & the Caribbean (IDA & IBRD countries),1966.8403084711051,1584.9113305691942,1215783155.0,0.0,293.4544521693554,0.0,0.0,2818.3068653926616,919.9719025084156,57702.895212833704,41329823.89917,86534312.917237,1321.4827135056287,490.5576476216239,0.0,0.0,13.635734536503348,218.2776124310818,161.0613553872763,231.4023270494715,0.0,0.0,0.0,0.0,61.5769230769231,0.0,836.6861325073436,18.94506010380199,95.63465242000142,119252146933789.61,0.0,0.0,0.0,0.0,0.0,0.0,103.38912808895113,73.77470111917533,0.0,0.0,1718.115833196992,496.17473910929317,4133.758286425886,27186074039.0,7643720529.0,0.0,0.0,69.2
Latvia,904.7247996475019,1597.433605298889,1866816.0,19343.0,712.5226946518737,7.471864137798549,3.727928236126901,3197.197624206543,1066.28,67510.41261717195,273497.4,418432.47250000003,1062.553530375525,1248.7137228066454,0.0,0.0,13.846690088510513,0.0,575.6073976649678,1206.5098246789692,16.681758627295498,5.073655068874359,2.8453929653167718,19.0,41.3,595.6316666666667,1442.988645196,22.089896,39.496099169075855,627414654903.9845,12.520616494119167,6.193391948938369,16.6192734092474,3.722172275185585,24.12153357267377,4.989146560430529,135.77338504791257,71.3721259,351.6,642.0,760.7,811.8,4380.056341463415,145933047.0,50015028.0,19.44819462299347,3.523472309112549,152.9480162029756
Least developed countries: UN classification,2255.7781706592405,926.1330636959879,1231869545.029,0.0,465.8504053813193,0.0,0.0,797.1574486705384,2461.4810656949885,4153.84427754803,5532067.075076,34946054.938622,1741.9449682785973,283.81317733274807,0.0,0.0,0.0,0.0,106.42406419979721,132.446514710364,0.0,0.0,0.0,0.0,21.121875,0.0,170.6461167650982,16.5945193799492,117.52221370762729,20198538479257.453,0.0,0.0,0.0,0.0,0.0,0.0,64.87399983406065,22.611703966364775,0.0,0.0,2564.3683263287503,944.1677845764119,3237.1047758158793,36610323133.0,27426934397.0,0.0,0.0,22.5
Lebanon,3723.7214076246337,435.5664711632453,624030.0,39660.0,1424.0442867146583,-20.845803767442696,4.22278666496277,2189.5661236385167,179.68,67196.32658690195,565565.99,689602.484458,22804.02678396872,443.1043063910696,200.47125288311986,268.47621212121203,0.0,332.5071889013094,350.6922321310461,635.0674961634238,-9.71581498160958,5.360297441482548,1.577761483669281,143.0,138.3,341.43625,1003.910280947,16.45306,304.44152857016053,873734032395.867,-32.79223904013633,6.162982359528539,-14.993145763874052,4.154948025941848,-8.860446976497766,5.209115892648696,46.64234375953676,68.12053206,0.0,31.8,1613.872,458.538,4274.352,240573025.0,47261798.0,-10.856308430433273,3.385917626321315,44.68265283717213
Lesotho,4754.051383399209,36.38471673254272,1851960.0,47280.0,1896.8205366882653,-0.6455335430800904,5.10891377925873,492.122673820318,1577.79,0.0,60828.0,113981.597484,3306.862384716733,426.0380197482032,204.6446470461468,150.57801111111098,0.2327800020575524,414.9260368495312,1258.0003281340043,1304.597643892041,-12.280445355921985,5.236228093504906,1.510765530824662,122.0,18.299999999999997,382.05666666666673,349.898252026,11.218831999999999,125.88196418216883,58876969667.40463,-0.6328735747374592,7.286197707056996,-4.919153116643429,4.44626533985138,-12.849895372986794,5.141612812876701,283.36410140991217,94.51637435,0.0,215.7,2155.864,909.568,3234.541,103440005.0,84527509.0,-1.2780433289008228,3.938328027725218,254.9782130613849
Liberia,851.6883450996678,2676.481727574751,5875520.0,143460.0,894.7104086361998,-21.480041235685363,4.632507964968681,204.39450974464415,2876.11,0.0,21694.8248,39263.577761,1680.446656976744,179.41821053833738,157.54352536100976,0.0,0.0,42.048604093626,82.70822896131818,0.0,-33.2154085636139,4.962296158075333,0.955584460735321,175.0,26.4,377.3233333333332,165.227232613,16.593914,127.05890033704752,52186043570.0,-23.612067937850945,6.596993282437324,-27.778357326984402,4.60379993915558,-29.725842118263266,4.910026356577873,26.52878272533418,20.66889545,0.0,105.0,2705.335,1110.034,2982.738,168300329.0,93962227.0,-10.38531665876508,3.390610128641128,21.31973384014039
Libya,508.3368380372143,3.946486013389856,107331940.0,3360.0,222.90663778984953,-29.95248550176623,4.62512791156769,1796.3302886962892,82.6,80658.07379845268,1450278.8,3138183.5954,144.41943917160168,346.45722973811996,-52.84523596801395,29.08333333333333,0.0,0.0,0.0,0.0,-31.20925962924956,5.353761464357376,0.0,186.0,0.0,161.98624999999998,119.479806602,13.381474,125.44230329238371,1569542353819.3713,-24.347586337476965,6.304436415433884,-30.60390830039977,4.341706380248069,-41.8231065273285,5.645336091518401,2.26416993141174,28.17604493,0.0,0.0,2009.984,509.551,4031.429,262351107.0,70043667.0,-37.83290249109267,3.308162830770015,0.0
Liechtenstein,2844.3125,1333.0875,9760.0,0.0,0.0,38.9821079969406,8.24592310190201,3200.0,1740.68,0.0,6114.941439,6421.721728,11016.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.44948947429655,8.228075519204138,0.0,0.0,0.0,0.0,1622.35049589,0.0,0.0,141802237479.57416,34.34081315994262,8.185998067259789,36.208802461624124,6.63901473581791,36.19702434539795,7.9955916702747345,13.4728798866272,0.0,0.0,0.0,855.8,429.5,2262.3926829268294,1818489.0,1522356.0,33.70290744304658,5.106752559542657,29.845822786968412
Lithuania,1436.1375277152276,1005.7114820860926,1879991.0,19024.0,677.0777611120124,10.248225182294846,3.64283311367035,3193.63729095459,585.28,79636.30153970676,432946.2,739472.20497,1549.5315681929771,1656.5057757506652,0.0,0.0,20.877069830894474,863.550881520652,506.9357155037061,945.521748605686,18.479996167123314,4.993468016386032,2.833133208274841,11.0,174.9,590.4045833333333,1315.544959022,22.090104,35.96175535739855,963363585369.6539,18.03259530663491,6.113283306360243,18.1287739276886,3.6640616655349723,25.558920860290513,4.935035109519959,126.9598562717438,90.17563867,326.1,645.4,848.7,694.9,4442.186097560976,205044580.0,78953149.0,22.44200396537781,3.509125277400017,235.78819550915114
Low & middle income,2270.9504247714253,973.134702206432,5029844701.752,0.0,345.5154307769065,0.0,0.0,1788.0781558278675,798.6680795408126,35811.51234115822,445820595.768736,679437482.746742,3162.9005143746067,305.92423132695797,0.0,0.0,22.84585151976126,0.0,194.66620683110241,0.0,0.0,0.0,0.0,0.0,23.8153846153846,0.0,505.319479865508,17.9720741897571,140.00098689813194,578311179845072.1,0.0,0.0,0.0,0.0,0.0,0.0,87.95983564853668,50.97438844028067,0.0,0.0,1761.1929382720175,634.4360897708827,3831.675346396947,274359944966.0,167088583005.0,0.0,0.0,18.1
Low income,2356.042751300113,715.1747901541668,886722163.029,0.0,371.43139104630535,0.0,0.0,626.2688327292594,2373.9394777321254,0.0,5272091.099869,24106366.472203,1416.2868002719933,311.42805276713653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7842105263158,0.0,136.74064929893217,16.33210449389381,251.78130790460946,11477896598560.61,0.0,0.0,0.0,0.0,0.0,0.0,64.6332560777664,28.54489869466821,0.0,0.0,2701.105450152629,988.9934387500484,3169.577889110408,21487644418.0,15701787528.0,0.0,0.0,125.39999999999999
Lower middle income,2464.777565753745,819.7577169242647,1423557917.053,0.0,472.3305026681917,0.0,0.0,2025.3866258371686,1175.3900952700687,17038.093221655203,100796715.55920699,179818327.920263,5016.579065993882,352.55858540912055,0.0,0.0,4.009740901248499,0.0,170.39100460884598,233.5100658893484,0.0,0.0,0.0,0.0,21.2775,0.0,341.4815803743307,17.71565920362299,199.5677823632488,128633449085768.0,0.0,0.0,0.0,0.0,0.0,0.0,81.59243929386139,29.38115874969914,0.0,0.0,2035.9048155891965,730.2468977532341,3630.3120523883267,122107385236.0,82070409055.0,0.0,0.0,59.7
Luxembourg,1113.8168781025927,753.7114579368097,56638.12,56040.0,5263.590813804471,47.10461127758027,4.771573707461356,3200.0,179.07999999999998,686230.6291163948,309769.7,339738.012124,4482.594019716756,205.80699319057305,0.0,0.0,27.46126008033753,10.00023855623728,1181.9511925124957,1721.8753193830692,41.87197268009186,5.482850417494776,2.770718185424805,72.0,87.8,557.1125,1897.128520943,26.736135,46.35580733491283,1541044720132.8442,33.06139016151429,6.38539096713066,42.89648401737214,4.540251567959785,41.626706361770644,5.889578565955159,163.7918450832367,112.0066166,213.5,1132.2,764.8,611.5,4666.9315853658545,26751892.0,4525804.0,37.10981261730196,4.3193517103791255,26.05469446529918
"Macao SAR, China",0.0,0.0,1426.0,0.0,1723.4814256232469,13.751885153353214,7.047278657555578,3199.5829162597656,133.66,0.0,0.0,0.0,974291.0604096561,120.97464191085676,85.70801668331639,0.0,2.736990001052617,0.0,640.8594709611331,405.6983872198068,26.157932281494137,8.228075519204138,2.9662848677635187,0.0,0.0,0.0,1271.753216902,0.0,0.0,745997828702.4045,21.344130516052243,8.862014383077621,16.923889338970188,6.542953491210936,31.399331748485555,7.891299426555633,70.74143981933594,0.0,0.0,0.0,889.631,308.636,4756.114,24298517.0,159759.0,2.1123297102749365,7.931263923645021,55.409167470938044
Madagascar,3963.5427861026055,708.3947193726074,35476790.0,90780.0,739.7105399490918,-14.072803873685181,4.297352172434329,537.8929785156251,2706.97,0.0,61266.369999999995,829795.44718,1472.1810664075592,647.911805011099,882.357316780644,782.182565370345,2.2171099800616503,0.0,217.20390089419826,184.1698237429299,-20.862144827842712,4.629396632313728,1.540138529777526,161.0,67.6,345.03708333333327,88.927647973,16.846988,77.43620864043862,343052951967.5757,-6.664476070553064,6.409142285585403,-15.408794581890099,4.074586138129235,-14.425771087408062,4.644997030496597,107.26728141307834,36.95884705,0.0,342.5,2599.614,825.761,3364.014,890942492.0,641344748.0,-7.781633470673116,3.388087593019011,0.0
Malawi,2907.7959270258802,967.5689435723377,5751080.0,70860.0,310.53479432629337,-13.935533970594406,3.981681123375893,220.09054999244728,2574.5,0.0,31686.268,176761.497231,6373.672199830293,807.1824770120647,420.0876185326108,465.4451637087914,0.0,325.6219269416681,141.85623401733775,181.0015337456654,-15.737406462430954,4.465864941477775,1.5951237924098969,109.0,34.0,408.52041666666673,109.679883487,10.633029,66.93302530878489,232307335095.94455,-1.9640258580911907,6.272217676043511,-6.387845337390899,3.755844652652739,-14.78253822773695,4.498077750205993,58.1185417175293,27.15854467,0.0,234.4,2919.012,1229.986,2879.995,624936213.0,540883576.0,-4.137649137992413,3.22369397431612,53.04635204000309
Malaysia,1122.1965302084916,1905.1921320955714,20041550.0,172500.0,1139.1511768064488,4.668736156541854,3.457322955131529,2185.7744369506836,136.9,84044.35064536074,4948345.1,6236869.51439,3581.7260843098466,183.6721333240598,225.58988235744908,175.64283611111105,13.856009989976878,1350.1121335857126,383.3110382254294,474.4013296702418,23.325422465801235,4.912985160946848,2.4498998732566832,12.0,39.7,495.3520833333333,1430.707131787,24.246732,180.4975357066471,6917045683193.772,4.860171829815955,5.89885239303112,10.094087734818459,3.839369654655458,14.013137578964232,4.84633447229862,202.42992520332336,36.12804055,0.0,632.0,1662.578,354.23199999999997,4314.805,1218548108.0,494409479.0,-8.190220467979088,3.311138086020946,61.09909172746107
Maldives,1457.666666666667,87.46666666666655,18300.0,118320.0,3842.2461708094047,-11.754391804337503,6.7259520292282104,2103.6014328002934,67.5,0.0,24550.5,29887.984424,50747.02666666666,180.8694562772383,120.50477757769791,94.39974806058599,0.0,741.4058080010526,356.5966051624138,423.94067141588357,1.341008707880974,7.904059424996374,0.0,147.0,0.0,390.2529166666667,791.6841716260001,12.880621,0.0,73739708450.23212,9.799473004415635,7.626365199685098,-6.373348865658045,6.6232578456401825,-1.21192697621882,6.956243127584458,105.9123513698578,97.02045702,28.4,140.3,2165.594,645.761,3866.804,15839545.0,11042449.0,-13.837386667728419,5.123148426413534,31.210305596516587
Mali,1788.2505183618944,348.693236299264,74431590.0,16920.0,738.9375896238631,-17.063429474830627,4.370197147130965,654.9342442616562,2561.93,0.0,56899.656,797353.06997,532.9080430096951,91.50544918938628,12.382581201858532,0.0,1.7402799725532538,0.0,273.3007329211283,262.97059712659694,-22.58897727727892,4.616242736577988,0.956774769544602,148.0,85.1,377.2241666666667,173.595836504,14.7483,126.66524612981388,311542141230.26306,-19.71188915520905,6.50643613934517,-12.374841950833797,4.135002270340919,-12.619137585163115,4.728498429059983,95.72264504432678,22.10377523,39.8,233.9,2963.627,1296.022,2811.553,678189447.0,476119510.0,-2.584829029627145,3.423948161303998,0.0
Malta,2299.78125,36.6875,19520.0,33600.0,5277.513756584894,17.22795885801315,5.710544630885124,3199.998062133789,61.510000000000005,140973.03981504551,71289.0,82450.688856,70345.6375,185.71467479012992,82.29694967398902,50.69369166666665,11.425929844379425,293.1619769843946,1563.633042869677,2599.4664002549835,24.068076491355892,5.78173291683197,2.7989568958282467,88.0,98.8,533.9649999999999,1392.775781849,18.265531,28.41658441465257,284803912066.6842,29.198581576347348,6.503811925649644,29.856077432632446,4.900543406605722,27.273489832878106,6.373262166976928,208.19865489006048,116.18782952000001,235.6,440.5,890.0,521.1,4670.289634146342,23368267.0,1904248.0,28.2976002693176,4.298911936581133,35.39819032139354
Marshall Islands,1383.333333333333,1618.8888888888882,5580.0,0.0,661.8020694766516,-0.38688672904390875,8.307034522294998,1933.441680490293,475.64,0.0,3492.4,4587.345025,8772.044444444446,0.0,0.0,0.0,0.0,654.9245926469245,228.2179965046056,749.5586960872948,-13.947270754724743,8.237827807664873,0.827765762805938,153.0,0.0,182.76999999999998,182.64466502099998,0.0,0.0,5535797643.652344,21.20400232076645,9.360385358333586,9.944187612389213,11.631851911544802,-15.906213432550434,7.531707912683485,109.77830171585089,133.80129768,0.0,35.5,2453.731,543.713,3810.864,2502553.0,836273.0,27.98043620586396,6.822487294673918,18.80444842834927
Mauritania,2344.4843310371602,12.161644222373146,62872700.0,5520.0,495.3857799864789,-15.869005404412745,5.037620663642884,737.3353231790903,1195.57,0.0,55971.4,303428.234951,135.92210245464247,208.59620646304893,341.79955204422464,309.7769070363094,0.0101899998262525,0.0,0.0,0.0,-16.779212355613712,5.244786247611046,1.105137571573257,152.0,75.3,337.6775000000001,296.214528313,13.754909999999999,104.12245661935363,165898234524.30618,-10.409559994935988,6.96958789229393,-17.591881126165386,4.41051895916462,-15.085807144641882,5.060325458645818,34.66287040710449,19.89666459,0.0,311.2,2529.703,697.997,3568.698,145669528.0,87034472.0,-20.112493395805355,3.632454082369802,3.35847891111003
Mauritius,3088.028841291494,633.9656307120785,123467.0,122460.0,1636.1309979676164,6.828327398747208,4.635973289608957,3177.2849206542974,661.79,41767.8626940777,88174.2,147282.17479699999,31769.506683424155,421.26770895371993,334.28014086192724,167.98458333333338,4.914389967918395,991.2869631042162,827.3069505162407,1012.4417542533229,18.628182455897328,5.849607914686204,2.47126801109314,13.0,19.1,531.8025,750.625392544,15.414919,11.894909000706074,283879755296.5906,21.522445559501637,6.851468026638029,21.04467219114304,4.318413630127908,17.795622318983067,6.050281137228012,148.0130999088287,42.78213037,0.0,111.0,1306.332,472.11,4194.595219512195,66201877.0,38483670.0,19.86427146196365,3.686830401420593,55.59260027545057
Mexico,3173.430129375756,1115.4800878109004,118580950.0,44716.0,265.597496334089,-13.887678250670435,3.702497035264968,2939.8356951948244,340.87,61896.78550550226,12445192.6,17868262.7112,2617.26905012989,1177.225426493342,73.9769630515429,48.17176930392213,9.308629959821701,424.2100082475499,452.50068378970775,532.6745615423407,1.5020508617162698,4.840306460857392,2.4207257099151613,60.0,65.2,610.0324999999999,799.995670323,21.17235,32.652520582811945,32715094930689.266,-14.79690146073699,5.884831786155699,-13.306075423955917,3.744325608015058,4.931513151153919,4.820222631096837,119.98805975914001,56.23872422,266.8,894.0,1897.633,450.846,4220.071,5251612350.0,1448882492.0,2.1642453840468057,3.296689473092558,560.3561089584949
"Micronesia, Fed. Sts.",234.2857142857143,2835.35,21700.0,0.0,224.0913200964332,4.790883593261242,6.491037726402283,1430.9269326931744,40.41,0.0,4403.7,6281.00629,4854.748571428575,59.61261794479725,338.5942556117898,0.0,0.0,335.8979074465981,113.52444809144835,251.4225356864419,-2.8346902430057526,7.103184461593627,0.972383320331573,158.0,7.3,201.5229166666666,454.585790235,0.0,0.0,9723263600.0,22.150825381278985,5.973641619086265,10.797217831946911,9.093841642141342,-11.759239420294755,5.472211882472036,119.4609007835387,55.47274292,0.0,82.5,2088.371,422.904,4116.442,5642328.0,4290662.0,25.38726180791856,6.396786153316498,0.897839349605175
Middle East & North Africa,1827.0871496194047,62.26515406217148,684732586.0,0.0,669.6956290822606,0.0,0.0,2097.376214750719,67.26060313842065,61027.69561361169,53606990.97,78838187.52307901,1473.0988842211277,283.4484271518679,0.0,0.0,4.1139285311783365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.2555555555556,0.0,684.5000478830003,19.76747623013416,395.92213454324065,78386897733682.12,0.0,0.0,0.0,0.0,0.0,0.0,69.94890666007994,56.98937598823614,0.0,0.0,2083.24594371881,597.2345385100954,3894.5585707838763,17132836860.0,7332518126.0,0.0,0.0,44.9
